"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"New Jersey"	"34"	"Male"	"M"	"2004"	"2004"	387	4197597	9.2
"New Jersey"	"34"	"Male"	"M"	"2005"	"2005"	573	4208429	13.6
"New Jersey"	"34"	"Male"	"M"	"2006"	"2006"	599	4213580	14.2
"New Jersey"	"34"	"Male"	"M"	"2007"	"2007"	506	4222737	12.0
"New Jersey"	"34"	"Male"	"M"	"2008"	"2008"	465	4241189	11.0
"New Jersey"	"34"	"Male"	"M"	"2009"	"2009"	181	4262096	4.2
"New Jersey"	"34"	"Male"	"M"	"2010"	"2010"	552	4279600	12.9
"New Jersey"	"34"	"Male"	"M"	"2011"	"2011"	682	4300192	15.9
"New Jersey"	"34"	"Male"	"M"	"2012"	"2012"	849	4323685	19.6
"New Jersey"	"34"	"Male"	"M"	"2013"	"2013"	873	4343965	20.1
"New Jersey"	"34"	"Male"	"M"	"2014"	"2014"	846	4361952	19.4
"New Jersey"	"34"	"Male"	"M"	"2015"	"2015"	1030	4372116	23.6
"New Mexico"	"35"	"Female"	"F"	"1999"	"1999"	58	918661	6.3
"New Mexico"	"35"	"Female"	"F"	"2000"	"2000"	68	924729	7.4
"New Mexico"	"35"	"Female"	"F"	"2001"	"2001"	96	930387	10.3
"New Mexico"	"35"	"Female"	"F"	"2002"	"2002"	73	941856	7.8
"New Mexico"	"35"	"Female"	"F"	"2003"	"2003"	114	952303	12.0
"New Mexico"	"35"	"Female"	"F"	"2004"	"2004"	120	964738	12.4
"New Mexico"	"35"	"Female"	"F"	"2005"	"2005"	119	978520	12.2
"New Mexico"	"35"	"Female"	"F"	"2006"	"2006"	154	993969	15.5
"New Mexico"	"35"	"Female"	"F"	"2007"	"2007"	149	1007922	14.8
"New Mexico"	"35"	"Female"	"F"	"2008"	"2008"	177	1018578	17.4
"New Mexico"	"35"	"Female"	"F"	"2009"	"2009"	162	1031238	15.7
"New Mexico"	"35"	"Female"	"F"	"2010"	"2010"	198	1041758	19.0
"New Mexico"	"35"	"Female"	"F"	"2011"	"2011"	223	1052114	21.2
"New Mexico"	"35"	"Female"	"F"	"2012"	"2012"	194	1052831	18.4
"New Mexico"	"35"	"Female"	"F"	"2013"	"2013"	174	1051678	16.5
"New Mexico"	"35"	"Female"	"F"	"2014"	"2014"	204	1052690	19.4
"New Mexico"	"35"	"Female"	"F"	"2015"	"2015"	189	1051688	18.0
"New Mexico"	"35"	"Male"	"M"	"1999"	"1999"	200	889421	22.5
"New Mexico"	"35"	"Male"	"M"	"2000"	"2000"	194	894317	21.7
"New Mexico"	"35"	"Male"	"M"	"2001"	"2001"	159	901303	17.6
"New Mexico"	"35"	"Male"	"M"	"2002"	"2002"	209	913453	22.9
"New Mexico"	"35"	"Male"	"M"	"2003"	"2003"	238	925271	25.7
"New Mexico"	"35"	"Male"	"M"	"2004"	"2004"	189	939070	20.1
"New Mexico"	"35"	"Male"	"M"	"2005"	"2005"	251	953754	26.3
"New Mexico"	"35"	"Male"	"M"	"2006"	"2006"	263	968168	27.2
"New Mexico"	"35"	"Male"	"M"	"2007"	"2007"	308	982148	31.4
"New Mexico"	"35"	"Male"	"M"	"2008"	"2008"	336	992084	33.9
"New Mexico"	"35"	"Male"	"M"	"2009"	"2009"	269	1005564	26.8
"New Mexico"	"35"	"Male"	"M"	"2010"	"2010"	273	1017421	26.8
"New Mexico"	"35"	"Male"	"M"	"2011"	"2011"	302	1030110	29.3
"New Mexico"	"35"	"Male"	"M"	"2012"	"2012"	292	1032707	28.3
"New Mexico"	"35"	"Male"	"M"	"2013"	"2013"	280	1033609	27.1
"New Mexico"	"35"	"Male"	"M"	"2014"	"2014"	335	1032882	32.4
"New Mexico"	"35"	"Male"	"M"	"2015"	"2015"	307	1033421	29.7
"New York"	"36"	"Female"	"F"	"1999"	"1999"	245	9777654	2.5
"New York"	"36"	"Female"	"F"	"2000"	"2000"	218	9829709	2.2
"New York"	"36"	"Female"	"F"	"2001"	"2001"	266	9878713	2.7
"New York"	"36"	"Female"	"F"	"2002"	"2002"	260	9902927	2.6
"New York"	"36"	"Female"	"F"	"2003"	"2003"	263	9917810	2.7
"New York"	"36"	"Female"	"F"	"2004"	"2004"	249	9913527	2.5
"New York"	"36"	"Female"	"F"	"2005"	"2005"	253	9887467	2.6
"New York"	"36"	"Female"	"F"	"2006"	"2006"	498	9871401	5.0
"New York"	"36"	"Female"	"F"	"2007"	"2007"	557	9881510	5.6
"New York"	"36"	"Female"	"F"	"2008"	"2008"	534	9918841	5.4
"New York"	"36"	"Female"	"F"	"2009"	"2009"	539	9966620	5.4
"New York"	"36"	"Female"	"F"	"2010"	"2010"	528	10000955	5.3
"New York"	"36"	"Female"	"F"	"2011"	"2011"	624	10033393	6.2
"New York"	"36"	"Female"	"F"	"2012"	"2012"	668	10081044	6.6
"New York"	"36"	"Female"	"F"	"2013"	"2013"	763	10114934	7.5
"New York"	"36"	"Female"	"F"	"2014"	"2014"	749	10164966	7.4
"New York"	"36"	"Female"	"F"	"2015"	"2015"	796	10184278	7.8
"New York"	"36"	"Male"	"M"	"1999"	"1999"	699	9105071	7.7
"New York"	"36"	"Male"	"M"	"2000"	"2000"	531	9146748	5.8
"New York"	"36"	"Male"	"M"	"2001"	"2001"	785	9204125	8.5
"New York"	"36"	"Male"	"M"	"2002"	"2002"	645	9234873	7.0
"New York"	"36"	"Male"	"M"	"2003"	"2003"	679	9258129	7.3
"New York"	"36"	"Male"	"M"	"2004"	"2004"	565	9258040	6.1
"New York"	"36"	"Male"	"M"	"2005"	"2005"	674	9245143	7.3
"New York"	"36"	"Male"	"M"	"2006"	"2006"	1157	9233230	12.5
"New York"	"36"	"Male"	"M"	"2007"	"2007"	1122	9250825	12.1
"New York"	"36"	"Male"	"M"	"2008"	"2008"	1119	9293595	12.0
"New York"	"36"	"Male"	"M"	"2009"	"2009"	1026	9340446	11.0
"New York"	"36"	"Male"	"M"	"2010"	"2010"	1009	9377147	10.8
"New York"	"36"	"Male"	"M"	"2011"	"2011"	1296	9431804	13.7
"New York"	"36"	"Male"	"M"	"2012"	"2012"	1413	9489217	14.9
"New York"	"36"	"Male"	"M"	"2013"	"2013"	1522	9536193	16.0
"New York"	"36"	"Male"	"M"	"2014"	"2014"	1528	9581261	15.9
"New York"	"36"	"Male"	"M"	"2015"	"2015"	1927	9611513	20.0
"North Carolina"	"37"	"Female"	"F"	"1999"	"1999"	146	4062710	3.6
"North Carolina"	"37"	"Female"	"F"	"2000"	"2000"	186	4106618	4.5
"North Carolina"	"37"	"Female"	"F"	"2001"	"2001"	213	4187317	5.1
"North Carolina"	"37"	"Female"	"F"	"2002"	"2002"	227	4250179	5.3
"North Carolina"	"37"	"Female"	"F"	"2003"	"2003"	286	4313901	6.6
"North Carolina"	"37"	"Female"	"F"	"2004"	"2004"	351	4376070	8.0
"North Carolina"	"37"	"Female"	"F"	"2005"	"2005"	382	4457189	8.6
"North Carolina"	"37"	"Female"	"F"	"2006"	"2006"	383	4563152	8.4
"North Carolina"	"37"	"Female"	"F"	"2007"	"2007"	433	4677313	9.3
"North Carolina"	"37"	"Female"	"F"	"2008"	"2008"	456	4771376	9.6
"North Carolina"	"37"	"Female"	"F"	"2009"	"2009"	476	4846501	9.8
"North Carolina"	"37"	"Female"	"F"	"2010"	"2010"	438	4889991	9.0
"North Carolina"	"37"	"Female"	"F"	"2011"	"2011"	540	4952679	10.9
"North Carolina"	"37"	"Female"	"F"	"2012"	"2012"	527	4999175	10.5
"North Carolina"	"37"	"Female"	"F"	"2013"	"2013"	511	5047448	10.1
"North Carolina"	"37"	"Female"	"F"	"2014"	"2014"	556	5099371	10.9
"North Carolina"	"37"	"Female"	"F"	"2015"	"2015"	611	5150777	11.9
"North Carolina"	"37"	"Male"	"M"	"1999"	"1999"	209	3886651	5.4
"North Carolina"	"37"	"Male"	"M"	"2000"	"2000"	291	3942695	7.4
"North Carolina"	"37"	"Male"	"M"	"2001"	"2001"	319	4022805	7.9
"North Carolina"	"37"	"Male"	"M"	"2002"	"2002"	408	4076022	10.0
"North Carolina"	"37"	"Male"	"M"	"2003"	"2003"	452	4108600	11.0
"North Carolina"	"37"	"Male"	"M"	"2004"	"2004"	485	4177082	11.6
"North Carolina"	"37"	"Male"	"M"	"2005"	"2005"	595	4248218	14.0
"North Carolina"	"37"	"Male"	"M"	"2006"	"2006"	664	4354118	15.2
"North Carolina"	"37"	"Male"	"M"	"2007"	"2007"	630	4440724	14.2
"North Carolina"	"37"	"Male"	"M"	"2008"	"2008"	721	4538073	15.9
"North Carolina"	"37"	"Male"	"M"	"2009"	"2009"	698	4603065	15.2
"North Carolina"	"37"	"Male"	"M"	"2010"	"2010"	638	4645492	13.7
"North Carolina"	"37"	"Male"	"M"	"2011"	"2011"	709	4703722	15.1
"North Carolina"	"37"	"Male"	"M"	"2012"	"2012"	756	4752898	15.9
"North Carolina"	"37"	"Male"	"M"	"2013"	"2013"	735	4800612	15.3
"North Carolina"	"37"	"Male"	"M"	"2014"	"2014"	788	4844593	16.3
"North Carolina"	"37"	"Male"	"M"	"2015"	"2015"	944	4892025	19.3
"North Dakota"	"38"	"Female"	"F"	"1999"	"1999"	Suppressed	322617	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2000"	"2000"	Suppressed	321676	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2001"	"2001"	Suppressed	319787	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2002"	"2002"	Suppressed	319017	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2003"	"2003"	Suppressed	318896	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2004"	"2004"	Suppressed	321008	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2005"	"2005"	Suppressed	321543	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2006"	"2006"	Suppressed	322583	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2007"	"2007"	13	324066	Unreliable
"North Dakota"	"38"	"Female"	"F"	"2008"	"2008"	19	326131	Unreliable
"North Dakota"	"38"	"Female"	"F"	"2009"	"2009"	12	329674	Unreliable
"North Dakota"	"38"	"Female"	"F"	"2010"	"2010"	12	332727	Unreliable
"North Dakota"	"38"	"Female"	"F"	"2011"	"2011"	Suppressed	337662	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2012"	"2012"	Suppressed	343886	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2013"	"2013"	Suppressed	353392	Suppressed
"North Dakota"	"38"	"Female"	"F"	"2014"	"2014"	17	360463	Unreliable
"North Dakota"	"38"	"Female"	"F"	"2015"	"2015"	28	368074	7.6
"North Dakota"	"38"	"Male"	"M"	"1999"	"1999"	Suppressed	321642	Suppressed
"North Dakota"	"38"	"Male"	"M"	"2000"	"2000"	11	320524	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2001"	"2001"	Suppressed	319275	Suppressed
"North Dakota"	"38"	"Male"	"M"	"2002"	"2002"	Suppressed	319151	Suppressed
"North Dakota"	"38"	"Male"	"M"	"2003"	"2003"	14	319921	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2004"	"2004"	10	323697	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2005"	"2005"	Suppressed	324546	Suppressed
"North Dakota"	"38"	"Male"	"M"	"2006"	"2006"	Suppressed	326839	Suppressed
"North Dakota"	"38"	"Male"	"M"	"2007"	"2007"	18	328756	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2008"	"2008"	25	331438	7.5
"North Dakota"	"38"	"Male"	"M"	"2009"	"2009"	15	335294	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2010"	"2010"	11	339864	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2011"	"2011"	12	346270	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2012"	"2012"	14	355742	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2013"	"2013"	12	370001	Unreliable
"North Dakota"	"38"	"Male"	"M"	"2014"	"2014"	25	379019	6.6
"North Dakota"	"38"	"Male"	"M"	"2015"	"2015"	33	388853	8.5
"Ohio"	"39"	"Female"	"F"	"1999"	"1999"	163	5835017	2.8
"Ohio"	"39"	"Female"	"F"	"2000"	"2000"	189	5840878	3.2
"Ohio"	"39"	"Female"	"F"	"2001"	"2001"	263	5853691	4.5
"Ohio"	"39"	"Female"	"F"	"2002"	"2002"	353	5859385	6.0
"Ohio"	"39"	"Female"	"F"	"2003"	"2003"	272	5868535	4.6
"Ohio"	"39"	"Female"	"F"	"2004"	"2004"	415	5874411	7.1
"Ohio"	"39"	"Female"	"F"	"2005"	"2005"	469	5876703	8.0
"Ohio"	"39"	"Female"	"F"	"2006"	"2006"	545	5883067	9.3
"Ohio"	"39"	"Female"	"F"	"2007"	"2007"	580	5890965	9.8
"Ohio"	"39"	"Female"	"F"	"2008"	"2008"	664	5896594	11.3
"Ohio"	"39"	"Female"	"F"	"2009"	"2009"	486	5902018	8.2
"Ohio"	"39"	"Female"	"F"	"2010"	"2010"	693	5904348	11.7
"Ohio"	"39"	"Female"	"F"	"2011"	"2011"	803	5905599	13.6
"Ohio"	"39"	"Female"	"F"	"2012"	"2012"	785	5901605	13.3
"Ohio"	"39"	"Female"	"F"	"2013"	"2013"	824	5911149	13.9
"Ohio"	"39"	"Female"	"F"	"2014"	"2014"	960	5919391	16.2
"Ohio"	"39"	"Female"	"F"	"2015"	"2015"	1155	5926893	19.5
"Ohio"	"39"	"Male"	"M"	"1999"	"1999"	290	5500437	5.3
"Ohio"	"39"	"Male"	"M"	"2000"	"2000"	365	5512262	6.6
"Ohio"	"39"	"Male"	"M"	"2001"	"2001"	452	5533713	8.2
"Ohio"	"39"	"Male"	"M"	"2002"	"2002"	548	5548504	9.9
"Ohio"	"39"	"Male"	"M"	"2003"	"2003"	487	5566253	8.7
"Ohio"	"39"	"Male"	"M"	"2004"	"2004"	698	5577840	12.5
"Ohio"	"39"	"Male"	"M"	"2005"	"2005"	747	5586617	13.4
"Ohio"	"39"	"Male"	"M"	"2006"	"2006"	955	5598146	17.1
"Ohio"	"39"	"Male"	"M"	"2007"	"2007"	988	5609503	17.6
"Ohio"	"39"	"Male"	"M"	"2008"	"2008"	1038	5618797	18.5
"Ohio"	"39"	"Male"	"M"	"2009"	"2009"	739	5626878	13.1
"Ohio"	"39"	"Male"	"M"	"2010"	"2010"	1130	5632156	20.1
"Ohio"	"39"	"Male"	"M"	"2011"	"2011"	1208	5639352	21.4
"Ohio"	"39"	"Male"	"M"	"2012"	"2012"	1329	5642620	23.6
"Ohio"	"39"	"Male"	"M"	"2013"	"2013"	1514	5659659	26.8
"Ohio"	"39"	"Male"	"M"	"2014"	"2014"	1770	5674772	31.2
"Ohio"	"39"	"Male"	"M"	"2015"	"2015"	2145	5686530	37.7
"Oklahoma"	"40"	"Female"	"F"	"1999"	"1999"	68	1748783	3.9
"Oklahoma"	"40"	"Female"	"F"	"2000"	"2000"	90	1754759	5.1
"Oklahoma"	"40"	"Female"	"F"	"2001"	"2001"	97	1760052	5.5
"Oklahoma"	"40"	"Female"	"F"	"2002"	"2002"	103	1769080	5.8
"Oklahoma"	"40"	"Female"	"F"	"2003"	"2003"	148	1777723	8.3
"Oklahoma"	"40"	"Female"	"F"	"2004"	"2004"	172	1784671	9.6
"Oklahoma"	"40"	"Female"	"F"	"2005"	"2005"	204	1796475	11.4
"Oklahoma"	"40"	"Female"	"F"	"2006"	"2006"	240	1818693	13.2
"Oklahoma"	"40"	"Female"	"F"	"2007"	"2007"	293	1837175	15.9
"Oklahoma"	"40"	"Female"	"F"	"2008"	"2008"	225	1854771	12.1
"Oklahoma"	"40"	"Female"	"F"	"2009"	"2009"	330	1878034	17.6
"Oklahoma"	"40"	"Female"	"F"	"2010"	"2010"	289	1894374	15.3
"Oklahoma"	"40"	"Female"	"F"	"2011"	"2011"	315	1913759	16.5
"Oklahoma"	"40"	"Female"	"F"	"2012"	"2012"	362	1924995	18.8
"Oklahoma"	"40"	"Female"	"F"	"2013"	"2013"	362	1943276	18.6
"Oklahoma"	"40"	"Female"	"F"	"2014"	"2014"	364	1957903	18.6
"Oklahoma"	"40"	"Female"	"F"	"2015"	"2015"	315	1974214	16.0
"Oklahoma"	"40"	"Male"	"M"	"1999"	"1999"	107	1688364	6.3
"Oklahoma"	"40"	"Male"	"M"	"2000"	"2000"	139	1695895	8.2
"Oklahoma"	"40"	"Male"	"M"	"2001"	"2001"	166	1707048	9.7
"Oklahoma"	"40"	"Male"	"M"	"2002"	"2002"	132	1720000	7.7
"Oklahoma"	"40"	"Male"	"M"	"2003"	"2003"	242	1727169	14.0
"Oklahoma"	"40"	"Male"	"M"	"2004"	"2004"	298	1740562	17.1
"Oklahoma"	"40"	"Male"	"M"	"2005"	"2005"	262	1752122	15.0
"Oklahoma"	"40"	"Male"	"M"	"2006"	"2006"	316	1775397	17.8
"Oklahoma"	"40"	"Male"	"M"	"2007"	"2007"	357	1797174	19.9
"Oklahoma"	"40"	"Male"	"M"	"2008"	"2008"	330	1814205	18.2
"Oklahoma"	"40"	"Male"	"M"	"2009"	"2009"	424	1839538	23.0
"Oklahoma"	"40"	"Male"	"M"	"2010"	"2010"	424	1856977	22.8
"Oklahoma"	"40"	"Male"	"M"	"2011"	"2011"	383	1877749	20.4
"Oklahoma"	"40"	"Male"	"M"	"2012"	"2012"	397	1889825	21.0
"Oklahoma"	"40"	"Male"	"M"	"2013"	"2013"	422	1907292	22.1
"Oklahoma"	"40"	"Male"	"M"	"2014"	"2014"	408	1920148	21.2
"Oklahoma"	"40"	"Male"	"M"	"2015"	"2015"	401	1937124	20.7
"Oregon"	"41"	"Female"	"F"	"1999"	"1999"	65	1712226	3.8
"Oregon"	"41"	"Female"	"F"	"2000"	"2000"	86	1724849	5.0
"Oregon"	"41"	"Female"	"F"	"2001"	"2001"	99	1747889	5.7
"Oregon"	"41"	"Female"	"F"	"2002"	"2002"	128	1771126	7.2
"Oregon"	"41"	"Female"	"F"	"2003"	"2003"	146	1788805	8.2
"Oregon"	"41"	"Female"	"F"	"2004"	"2004"	166	1800377	9.2
"Oregon"	"41"	"Female"	"F"	"2005"	"2005"	139	1823447	7.6
"Oregon"	"41"	"Female"	"F"	"2006"	"2006"	205	1853117	11.1
"Oregon"	"41"	"Female"	"F"	"2007"	"2007"	208	1879347	11.1
"Oregon"	"41"	"Female"	"F"	"2008"	"2008"	167	1903535	8.8
"Oregon"	"41"	"Female"	"F"	"2009"	"2009"	209	1923209	10.9
"Oregon"	"41"	"Female"	"F"	"2010"	"2010"	208	1935072	10.7
"Oregon"	"41"	"Female"	"F"	"2011"	"2011"	199	1955239	10.2
"Oregon"	"41"	"Female"	"F"	"2012"	"2012"	213	1968641	10.8
"Oregon"	"41"	"Female"	"F"	"2013"	"2013"	199	1985655	10.0
"Oregon"	"41"	"Female"	"F"	"2014"	"2014"	214	2006139	10.7
"Oregon"	"41"	"Female"	"F"	"2015"	"2015"	203	2035807	10.0
"Oregon"	"41"	"Male"	"M"	"1999"	"1999"	142	1681715	8.4
"Oregon"	"41"	"Male"	"M"	"2000"	"2000"	117	1696550	6.9
"Oregon"	"41"	"Male"	"M"	"2001"	"2001"	135	1720048	7.8
"Oregon"	"41"	"Male"	"M"	"2002"	"2002"	184	1742298	10.6
"Oregon"	"41"	"Male"	"M"	"2003"	"2003"	205	1758571	11.7
"Oregon"	"41"	"Male"	"M"	"2004"	"2004"	190	1769086	10.7
"Oregon"	"41"	"Male"	"M"	"2005"	"2005"	235	1789755	13.1
"Oregon"	"41"	"Male"	"M"	"2006"	"2006"	273	1817766	15.0
"Oregon"	"41"	"Male"	"M"	"2007"	"2007"	284	1843070	15.4
"Oregon"	"41"	"Male"	"M"	"2008"	"2008"	276	1865213	14.8
"Oregon"	"41"	"Male"	"M"	"2009"	"2009"	289	1885391	15.3
"Oregon"	"41"	"Male"	"M"	"2010"	"2010"	288	1896002	15.2
"Oregon"	"41"	"Male"	"M"	"2011"	"2011"	327	1916620	17.1
"Oregon"	"41"	"Male"	"M"	"2012"	"2012"	271	1930712	14.0
"Oregon"	"41"	"Male"	"M"	"2013"	"2013"	246	1944410	12.7
"Oregon"	"41"	"Male"	"M"	"2014"	"2014"	303	1964100	15.4
"Oregon"	"41"	"Male"	"M"	"2015"	"2015"	299	1993170	15.0
"Pennsylvania"	"42"	"Female"	"F"	"1999"	"1999"	292	6347064	4.6
"Pennsylvania"	"42"	"Female"	"F"	"2000"	"2000"	343	6351391	5.4
"Pennsylvania"	"42"	"Female"	"F"	"2001"	"2001"	249	6354395	3.9
"Pennsylvania"	"42"	"Female"	"F"	"2002"	"2002"	338	6363832	5.3
"Pennsylvania"	"42"	"Female"	"F"	"2003"	"2003"	433	6377894	6.8
"Pennsylvania"	"42"	"Female"	"F"	"2004"	"2004"	479	6390749	7.5
"Pennsylvania"	"42"	"Female"	"F"	"2005"	"2005"	557	6405053	8.7
"Pennsylvania"	"42"	"Female"	"F"	"2006"	"2006"	457	6429312	7.1
"Pennsylvania"	"42"	"Female"	"F"	"2007"	"2007"	558	6452087	8.6
"Pennsylvania"	"42"	"Female"	"F"	"2008"	"2008"	645	6473295	10.0
"Pennsylvania"	"42"	"Female"	"F"	"2009"	"2009"	658	6497024	10.1
"Pennsylvania"	"42"	"Female"	"F"	"2010"	"2010"	685	6512016	10.5
"Pennsylvania"	"42"	"Female"	"F"	"2011"	"2011"	789	6528324	12.1
"Pennsylvania"	"42"	"Female"	"F"	"2012"	"2012"	823	6533359	12.6
"Pennsylvania"	"42"	"Female"	"F"	"2013"	"2013"	865	6531461	13.2
"Pennsylvania"	"42"	"Female"	"F"	"2014"	"2014"	988	6533392	15.1
"Pennsylvania"	"42"	"Female"	"F"	"2015"	"2015"	1110	6538129	17.0
"Pennsylvania"	"42"	"Male"	"M"	"1999"	"1999"	688	5916741	11.6
"Pennsylvania"	"42"	"Male"	"M"	"2000"	"2000"	791	5929663	13.3
"Pennsylvania"	"42"	"Male"	"M"	"2001"	"2001"	693	5944575	11.7
"Pennsylvania"	"42"	"Male"	"M"	"2002"	"2002"	743	5967199	12.5
"Pennsylvania"	"42"	"Male"	"M"	"2003"	"2003"	933	5996764	15.6
"Pennsylvania"	"42"	"Male"	"M"	"2004"	"2004"	1045	6019973	17.4
"Pennsylvania"	"42"	"Male"	"M"	"2005"	"2005"	1042	6044937	17.2
"Pennsylvania"	"42"	"Male"	"M"	"2006"	"2006"	1155	6081497	19.0
"Pennsylvania"	"42"	"Male"	"M"	"2007"	"2007"	1154	6111850	18.9
"Pennsylvania"	"42"	"Male"	"M"	"2008"	"2008"	1182	6138990	19.3
"Pennsylvania"	"42"	"Male"	"M"	"2009"	"2009"	1232	6169834	20.0
"Pennsylvania"	"42"	"Male"	"M"	"2010"	"2010"	1212	6190363	19.6
"Pennsylvania"	"42"	"Male"	"M"	"2011"	"2011"	1483	6214562	23.9
"Pennsylvania"	"42"	"Male"	"M"	"2012"	"2012"	1523	6230177	24.4
"Pennsylvania"	"42"	"Male"	"M"	"2013"	"2013"	1544	6242340	24.7
"Pennsylvania"	"42"	"Male"	"M"	"2014"	"2014"	1722	6253817	27.5
"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	2134	6264374	34.1
"Rhode Island"	"44"	"Female"	"F"	"1999"	"1999"	23	540724	4.3
"Rhode Island"	"44"	"Female"	"F"	"2000"	"2000"	23	544684	4.2
"Rhode Island"	"44"	"Female"	"F"	"2001"	"2001"	41	548974	7.5
"Rhode Island"	"44"	"Female"	"F"	"2002"	"2002"	26	553090	4.7
"Rhode Island"	"44"	"Female"	"F"	"2003"	"2003"	41	555590	7.4
"Rhode Island"	"44"	"Female"	"F"	"2004"	"2004"	35	556375	6.3
"Rhode Island"	"44"	"Female"	"F"	"2005"	"2005"	61	552832	11.0
"Rhode Island"	"44"	"Female"	"F"	"2006"	"2006"	45	550134	8.2
"Rhode Island"	"44"	"Female"	"F"	"2007"	"2007"	38	546859	6.9
"Rhode Island"	"44"	"Female"	"F"	"2008"	"2008"	67	545412	12.3
"Rhode Island"	"44"	"Female"	"F"	"2009"	"2009"	54	544764	9.9
"Rhode Island"	"44"	"Female"	"F"	"2010"	"2010"	60	544167	11.0
"Rhode Island"	"44"	"Female"	"F"	"2011"	"2011"	78	543055	14.4
"Rhode Island"	"44"	"Female"	"F"	"2012"	"2012"	64	542016	11.8
"Rhode Island"	"44"	"Female"	"F"	"2013"	"2013"	75	542084	13.8
"Rhode Island"	"44"	"Female"	"F"	"2014"	"2014"	74	543810	13.6
"Rhode Island"	"44"	"Female"	"F"	"2015"	"2015"	95	544349	17.5
"Rhode Island"	"44"	"Male"	"M"	"1999"	"1999"	32	499678	6.4
"Rhode Island"	"44"	"Male"	"M"	"2000"	"2000"	48	503635	9.5
"Rhode Island"	"44"	"Male"	"M"	"2001"	"2001"	68	508168	13.4
"Rhode Island"	"44"	"Male"	"M"	"2002"	"2002"	70	512905	13.6
"Rhode Island"	"44"	"Male"	"M"	"2003"	"2003"	99	515752	19.2
"Rhode Island"	"44"	"Male"	"M"	"2004"	"2004"	67	518204	12.9
"Rhode Island"	"44"	"Male"	"M"	"2005"	"2005"	93	515084	18.1
"Rhode Island"	"44"	"Male"	"M"	"2006"	"2006"	129	512962	25.1
"Rhode Island"	"44"	"Male"	"M"	"2007"	"2007"	94	510456	18.4
"Rhode Island"	"44"	"Male"	"M"	"2008"	"2008"	112	509591	22.0
"Rhode Island"	"44"	"Male"	"M"	"2009"	"2009"	103	508882	20.2
"Rhode Island"	"44"	"Male"	"M"	"2010"	"2010"	105	508400	20.7
"Rhode Island"	"44"	"Male"	"M"	"2011"	"2011"	112	508247	22.0
"Rhode Island"	"44"	"Male"	"M"	"2012"	"2012"	129	508276	25.4
"Rhode Island"	"44"	"Male"	"M"	"2013"	"2013"	165	509427	32.4
"Rhode Island"	"44"	"Male"	"M"	"2014"	"2014"	172	511363	33.6
"Rhode Island"	"44"	"Male"	"M"	"2015"	"2015"	213	511949	41.6
"South Carolina"	"45"	"Female"	"F"	"1999"	"1999"	46	2045606	2.2
"South Carolina"	"45"	"Female"	"F"	"2000"	"2000"	87	2063083	4.2
"South Carolina"	"45"	"Female"	"F"	"2001"	"2001"	87	2089963	4.2
"South Carolina"	"45"	"Female"	"F"	"2002"	"2002"	68	2111069	3.2
"South Carolina"	"45"	"Female"	"F"	"2003"	"2003"	102	2133967	4.8
"South Carolina"	"45"	"Female"	"F"	"2004"	"2004"	145	2162305	6.7
"South Carolina"	"45"	"Female"	"F"	"2005"	"2005"	171	2192345	7.8
"South Carolina"	"45"	"Female"	"F"	"2006"	"2006"	249	2237655	11.1
"South Carolina"	"45"	"Female"	"F"	"2007"	"2007"	240	2280792	10.5
"South Carolina"	"45"	"Female"	"F"	"2008"	"2008"	253	2325047	10.9
"South Carolina"	"45"	"Female"	"F"	"2009"	"2009"	281	2357030	11.9
"South Carolina"	"45"	"Female"	"F"	"2010"	"2010"	306	2375263	12.9
"South Carolina"	"45"	"Female"	"F"	"2011"	"2011"	277	2402602	11.5
"South Carolina"	"45"	"Female"	"F"	"2012"	"2012"	272	2426510	11.2
"South Carolina"	"45"	"Female"	"F"	"2013"	"2013"	282	2451720	11.5
"South Carolina"	"45"	"Female"	"F"	"2014"	"2014"	321	2483088	12.9
"South Carolina"	"45"	"Female"	"F"	"2015"	"2015"	327	2517178	13.0
"South Carolina"	"45"	"Male"	"M"	"1999"	"1999"	98	1929076	5.1
"South Carolina"	"45"	"Male"	"M"	"2000"	"2000"	163	1948929	8.4
"South Carolina"	"45"	"Male"	"M"	"2001"	"2001"	149	1975032	7.5
"South Carolina"	"45"	"Male"	"M"	"2002"	"2002"	142	1996726	7.1
