"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
"Clinton County, PA"	"42035"	"American Indian or Alaska Native"	"1002-5"	Suppressed	779	Suppressed
"Clinton County, PA"	"42035"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3651	Suppressed
"Clinton County, PA"	"42035"	"Black or African American"	"2054-5"	Suppressed	9587	Suppressed
"Clinton County, PA"	"42035"	"White"	"2106-3"	57	645246	8.8
"Columbia County, PA"	"42037"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1873	Suppressed
"Columbia County, PA"	"42037"	"Asian or Pacific Islander"	"A-PI"	Suppressed	10201	Suppressed
"Columbia County, PA"	"42037"	"Black or African American"	"2054-5"	Suppressed	20101	Suppressed
"Columbia County, PA"	"42037"	"White"	"2106-3"	92	1089241	8.4
"Crawford County, PA"	"42039"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3526	Suppressed
"Crawford County, PA"	"42039"	"Asian or Pacific Islander"	"A-PI"	Suppressed	7036	Suppressed
"Crawford County, PA"	"42039"	"Black or African American"	"2054-5"	Suppressed	31136	Suppressed
"Crawford County, PA"	"42039"	"White"	"2106-3"	175	1471178	11.9
"Cumberland County, PA"	"42041"	"American Indian or Alaska Native"	"1002-5"	Suppressed	7770	Suppressed
"Cumberland County, PA"	"42041"	"Asian or Pacific Islander"	"A-PI"	Suppressed	112095	Suppressed
"Cumberland County, PA"	"42041"	"Black or African American"	"2054-5"	Suppressed	135832	Suppressed
"Cumberland County, PA"	"42041"	"White"	"2106-3"	283	3631645	7.8
"Dauphin County, PA"	"42043"	"American Indian or Alaska Native"	"1002-5"	Suppressed	15123	Suppressed
"Dauphin County, PA"	"42043"	"Asian or Pacific Islander"	"A-PI"	Suppressed	139498	Suppressed
"Dauphin County, PA"	"42043"	"Black or African American"	"2054-5"	64	860999	7.4
"Dauphin County, PA"	"42043"	"White"	"2106-3"	366	3441806	10.6
"Delaware County, PA"	"42045"	"American Indian or Alaska Native"	"1002-5"	Suppressed	19818	Suppressed
"Delaware County, PA"	"42045"	"Asian or Pacific Islander"	"A-PI"	Suppressed	438583	Suppressed
"Delaware County, PA"	"42045"	"Black or African American"	"2054-5"	162	1787047	9.1
"Delaware County, PA"	"42045"	"White"	"2106-3"	1649	7207438	22.9
"Elk County, PA"	"42047"	"American Indian or Alaska Native"	"1002-5"	Suppressed	625	Suppressed
"Elk County, PA"	"42047"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2117	Suppressed
"Elk County, PA"	"42047"	"Black or African American"	"2054-5"	Suppressed	2317	Suppressed
"Elk County, PA"	"42047"	"White"	"2106-3"	58	555215	10.4
"Erie County, PA"	"42049"	"American Indian or Alaska Native"	"1002-5"	Suppressed	11817	Suppressed
"Erie County, PA"	"42049"	"Asian or Pacific Islander"	"A-PI"	Suppressed	54763	Suppressed
"Erie County, PA"	"42049"	"Black or African American"	"2054-5"	31	360549	8.6
"Erie County, PA"	"42049"	"White"	"2106-3"	556	4325727	12.9
"Fayette County, PA"	"42051"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3595	Suppressed
"Fayette County, PA"	"42051"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8867	Suppressed
"Fayette County, PA"	"42051"	"Black or African American"	"2054-5"	15	111028	Unreliable
"Fayette County, PA"	"42051"	"White"	"2106-3"	362	2263247	16.0
"Forest County, PA"	"42053"	"American Indian or Alaska Native"	"1002-5"	Suppressed	438	Suppressed
"Forest County, PA"	"42053"	"Asian or Pacific Islander"	"A-PI"	Suppressed	228	Suppressed
"Forest County, PA"	"42053"	"Black or African American"	"2054-5"	Suppressed	17117	Suppressed
"Forest County, PA"	"42053"	"White"	"2106-3"	12	97847	Unreliable
"Franklin County, PA"	"42055"	"American Indian or Alaska Native"	"1002-5"	Suppressed	6546	Suppressed
"Franklin County, PA"	"42055"	"Asian or Pacific Islander"	"A-PI"	Suppressed	22416	Suppressed
"Franklin County, PA"	"42055"	"Black or African American"	"2054-5"	Suppressed	89167	Suppressed
"Franklin County, PA"	"42055"	"White"	"2106-3"	183	2304187	7.9
"Fulton County, PA"	"42057"	"American Indian or Alaska Native"	"1002-5"	Suppressed	473	Suppressed
"Fulton County, PA"	"42057"	"Asian or Pacific Islander"	"A-PI"	Suppressed	336	Suppressed
"Fulton County, PA"	"42057"	"Black or African American"	"2054-5"	Suppressed	3027	Suppressed
"Fulton County, PA"	"42057"	"White"	"2106-3"	26	244312	10.6
"Greene County, PA"	"42059"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1323	Suppressed
"Greene County, PA"	"42059"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2181	Suppressed
"Greene County, PA"	"42059"	"Black or African American"	"2054-5"	Suppressed	25116	Suppressed
"Greene County, PA"	"42059"	"White"	"2106-3"	107	637231	16.8
"Huntingdon County, PA"	"42061"	"American Indian or Alaska Native"	"1002-5"	Suppressed	943	Suppressed
"Huntingdon County, PA"	"42061"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3158	Suppressed
"Huntingdon County, PA"	"42061"	"Black or African American"	"2054-5"	Suppressed	44004	Suppressed
"Huntingdon County, PA"	"42061"	"White"	"2106-3"	51	729783	7.0
"Indiana County, PA"	"42063"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2124	Suppressed
"Indiana County, PA"	"42063"	"Asian or Pacific Islander"	"A-PI"	Suppressed	14055	Suppressed
"Indiana County, PA"	"42063"	"Black or African American"	"2054-5"	Suppressed	38791	Suppressed
"Indiana County, PA"	"42063"	"White"	"2106-3"	181	1453589	12.5
"Jefferson County, PA"	"42065"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1525	Suppressed
"Jefferson County, PA"	"42065"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1825	Suppressed
"Jefferson County, PA"	"42065"	"Black or African American"	"2054-5"	Suppressed	3614	Suppressed
"Jefferson County, PA"	"42065"	"White"	"2106-3"	77	762394	10.1
"Juniata County, PA"	"42067"	"American Indian or Alaska Native"	"1002-5"	Suppressed	907	Suppressed
"Juniata County, PA"	"42067"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1719	Suppressed
"Juniata County, PA"	"42067"	"Black or African American"	"2054-5"	Suppressed	3320	Suppressed
"Juniata County, PA"	"42067"	"White"	"2106-3"	29	402255	7.2
"Lackawanna County, PA"	"42069"	"American Indian or Alaska Native"	"1002-5"	Suppressed	7482	Suppressed
"Lackawanna County, PA"	"42069"	"Asian or Pacific Islander"	"A-PI"	Suppressed	56571	Suppressed
"Lackawanna County, PA"	"42069"	"Black or African American"	"2054-5"	10	96899	Unreliable
"Lackawanna County, PA"	"42069"	"White"	"2106-3"	603	3462888	17.4
"Lancaster County, PA"	"42071"	"American Indian or Alaska Native"	"1002-5"	Suppressed	28679	Suppressed
"Lancaster County, PA"	"42071"	"Asian or Pacific Islander"	"A-PI"	Suppressed	171708	Suppressed
"Lancaster County, PA"	"42071"	"Black or African American"	"2054-5"	35	383901	9.1
"Lancaster County, PA"	"42071"	"White"	"2106-3"	695	7985169	8.7
"Lawrence County, PA"	"42073"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1847	Suppressed
"Lawrence County, PA"	"42073"	"Asian or Pacific Islander"	"A-PI"	Suppressed	6472	Suppressed
"Lawrence County, PA"	"42073"	"Black or African American"	"2054-5"	16	68426	Unreliable
"Lawrence County, PA"	"42073"	"White"	"2106-3"	228	1485622	15.3
"Lebanon County, PA"	"42075"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5563	Suppressed
"Lebanon County, PA"	"42075"	"Asian or Pacific Islander"	"A-PI"	Suppressed	26798	Suppressed
"Lebanon County, PA"	"42075"	"Black or African American"	"2054-5"	Suppressed	59148	Suppressed
"Lebanon County, PA"	"42075"	"White"	"2106-3"	150	2100468	7.1
"Lehigh County, PA"	"42077"	"American Indian or Alaska Native"	"1002-5"	Suppressed	35700	Suppressed
"Lehigh County, PA"	"42077"	"Asian or Pacific Islander"	"A-PI"	Suppressed	179479	Suppressed
"Lehigh County, PA"	"42077"	"Black or African American"	"2054-5"	38	408666	9.3
"Lehigh County, PA"	"42077"	"White"	"2106-3"	665	5110798	13.0
"Luzerne County, PA"	"42079"	"American Indian or Alaska Native"	"1002-5"	Suppressed	15590	Suppressed
"Luzerne County, PA"	"42079"	"Asian or Pacific Islander"	"A-PI"	Suppressed	55358	Suppressed
"Luzerne County, PA"	"42079"	"Black or African American"	"2054-5"	20	191708	10.4
"Luzerne County, PA"	"42079"	"White"	"2106-3"	858	5151907	16.7
"Lycoming County, PA"	"42081"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4596	Suppressed
"Lycoming County, PA"	"42081"	"Asian or Pacific Islander"	"A-PI"	Suppressed	12582	Suppressed
"Lycoming County, PA"	"42081"	"Black or African American"	"2054-5"	Suppressed	99278	Suppressed
"Lycoming County, PA"	"42081"	"White"	"2106-3"	135	1879664	7.2
"Mc Kean County, PA"	"42083"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2306	Suppressed
"Mc Kean County, PA"	"42083"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3330	Suppressed
"Mc Kean County, PA"	"42083"	"Black or African American"	"2054-5"	Suppressed	18677	Suppressed
"Mc Kean County, PA"	"42083"	"White"	"2106-3"	79	725996	10.9
"Mercer County, PA"	"42085"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2945	Suppressed
"Mercer County, PA"	"42085"	"Asian or Pacific Islander"	"A-PI"	Suppressed	12686	Suppressed
"Mercer County, PA"	"42085"	"Black or African American"	"2054-5"	18	120200	Unreliable
"Mercer County, PA"	"42085"	"White"	"2106-3"	277	1864419	14.9
"Mifflin County, PA"	"42087"	"American Indian or Alaska Native"	"1002-5"	Suppressed	828	Suppressed
"Mifflin County, PA"	"42087"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3185	Suppressed
"Mifflin County, PA"	"42087"	"Black or African American"	"2054-5"	Suppressed	7027	Suppressed
"Mifflin County, PA"	"42087"	"White"	"2106-3"	82	780341	10.5
"Monroe County, PA"	"42089"	"American Indian or Alaska Native"	"1002-5"	Suppressed	14485	Suppressed
"Monroe County, PA"	"42089"	"Asian or Pacific Islander"	"A-PI"	Suppressed	57672	Suppressed
"Monroe County, PA"	"42089"	"Black or African American"	"2054-5"	23	343416	6.7
"Monroe County, PA"	"42089"	"White"	"2106-3"	344	2303795	14.9
"Montgomery County, PA"	"42091"	"American Indian or Alaska Native"	"1002-5"	Suppressed	28640	Suppressed
"Montgomery County, PA"	"42091"	"Asian or Pacific Islander"	"A-PI"	10	810454	Unreliable
"Montgomery County, PA"	"42091"	"Black or African American"	"2054-5"	108	1196274	9.0
"Montgomery County, PA"	"42091"	"White"	"2106-3"	1529	11325894	13.5
"Montour County, PA"	"42093"	"American Indian or Alaska Native"	"1002-5"	Suppressed	280	Suppressed
"Montour County, PA"	"42093"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5853	Suppressed
"Montour County, PA"	"42093"	"Black or African American"	"2054-5"	Suppressed	5052	Suppressed
"Montour County, PA"	"42093"	"White"	"2106-3"	31	299460	10.4
"Northampton County, PA"	"42095"	"American Indian or Alaska Native"	"1002-5"	Suppressed	15598	Suppressed
"Northampton County, PA"	"42095"	"Asian or Pacific Islander"	"A-PI"	Suppressed	116634	Suppressed
"Northampton County, PA"	"42095"	"Black or African American"	"2054-5"	25	257410	9.7
"Northampton County, PA"	"42095"	"White"	"2106-3"	509	4500121	11.3
"Northumberland County, PA"	"42097"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3067	Suppressed
"Northumberland County, PA"	"42097"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5862	Suppressed
"Northumberland County, PA"	"42097"	"Black or African American"	"2054-5"	Suppressed	36614	Suppressed
"Northumberland County, PA"	"42097"	"White"	"2106-3"	157	1554098	10.1
"Perry County, PA"	"42099"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1229	Suppressed
"Perry County, PA"	"42099"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2925	Suppressed
"Perry County, PA"	"42099"	"Black or African American"	"2054-5"	Suppressed	6729	Suppressed
"Perry County, PA"	"42099"	"White"	"2106-3"	60	753995	8.0
"Philadelphia County, PA"	"42101"	"American Indian or Alaska Native"	"1002-5"	Suppressed	195941	Suppressed
"Philadelphia County, PA"	"42101"	"Asian or Pacific Islander"	"A-PI"	35	1616292	2.2
"Philadelphia County, PA"	"42101"	"Black or African American"	"2054-5"	2235	11805355	18.9
"Philadelphia County, PA"	"42101"	"White"	"2106-3"	4186	12188951	34.3
"Pike County, PA"	"42103"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3416	Suppressed
"Pike County, PA"	"42103"	"Asian or Pacific Islander"	"A-PI"	Suppressed	9998	Suppressed
"Pike County, PA"	"42103"	"Black or African American"	"2054-5"	Suppressed	52146	Suppressed
"Pike County, PA"	"42103"	"White"	"2106-3"	122	847081	14.4
"Potter County, PA"	"42105"	"American Indian or Alaska Native"	"1002-5"	Suppressed	789	Suppressed
"Potter County, PA"	"42105"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1153	Suppressed
"Potter County, PA"	"42105"	"Black or African American"	"2054-5"	Suppressed	1670	Suppressed
"Potter County, PA"	"42105"	"White"	"2106-3"	23	297597	7.7
"Schuylkill County, PA"	"42107"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4389	Suppressed
"Schuylkill County, PA"	"42107"	"Asian or Pacific Islander"	"A-PI"	Suppressed	13886	Suppressed
"Schuylkill County, PA"	"42107"	"Black or African American"	"2054-5"	Suppressed	72697	Suppressed
"Schuylkill County, PA"	"42107"	"White"	"2106-3"	355	2423499	14.6
"Snyder County, PA"	"42109"	"American Indian or Alaska Native"	"1002-5"	Suppressed	787	Suppressed
"Snyder County, PA"	"42109"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3696	Suppressed
"Snyder County, PA"	"42109"	"Black or African American"	"2054-5"	Suppressed	8342	Suppressed
"Snyder County, PA"	"42109"	"White"	"2106-3"	26	650734	4.0
"Somerset County, PA"	"42111"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1469	Suppressed
"Somerset County, PA"	"42111"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4375	Suppressed
"Somerset County, PA"	"42111"	"Black or African American"	"2054-5"	Suppressed	30947	Suppressed
"Somerset County, PA"	"42111"	"White"	"2106-3"	152	1294507	11.7
"Sullivan County, PA"	"42113"	"American Indian or Alaska Native"	"1002-5"	Suppressed	588	Suppressed
"Sullivan County, PA"	"42113"	"Asian or Pacific Islander"	"A-PI"	Suppressed	301	Suppressed
"Sullivan County, PA"	"42113"	"Black or African American"	"2054-5"	Suppressed	3152	Suppressed
"Sullivan County, PA"	"42113"	"White"	"2106-3"	Suppressed	106167	Suppressed
"Susquehanna County, PA"	"42115"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1177	Suppressed
"Susquehanna County, PA"	"42115"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2380	Suppressed
"Susquehanna County, PA"	"42115"	"Black or African American"	"2054-5"	Suppressed	4051	Suppressed
"Susquehanna County, PA"	"42115"	"White"	"2106-3"	91	719075	12.7
"Tioga County, PA"	"42117"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1832	Suppressed
"Tioga County, PA"	"42117"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3053	Suppressed
"Tioga County, PA"	"42117"	"Black or African American"	"2054-5"	Suppressed	6913	Suppressed
"Tioga County, PA"	"42117"	"White"	"2106-3"	34	698878	4.9
"Union County, PA"	"42119"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3202	Suppressed
"Union County, PA"	"42119"	"Asian or Pacific Islander"	"A-PI"	Suppressed	10254	Suppressed
"Union County, PA"	"42119"	"Black or African American"	"2054-5"	Suppressed	59636	Suppressed
"Union County, PA"	"42119"	"White"	"2106-3"	31	672937	4.6
"Venango County, PA"	"42121"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1795	Suppressed
"Venango County, PA"	"42121"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3628	Suppressed
"Venango County, PA"	"42121"	"Black or African American"	"2054-5"	Suppressed	13344	Suppressed
"Venango County, PA"	"42121"	"White"	"2106-3"	126	925498	13.6
"Warren County, PA"	"42123"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1577	Suppressed
"Warren County, PA"	"42123"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2888	Suppressed
"Warren County, PA"	"42123"	"Black or African American"	"2054-5"	Suppressed	3410	Suppressed
"Warren County, PA"	"42123"	"White"	"2106-3"	52	708584	7.3
"Washington County, PA"	"42125"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4884	Suppressed
"Washington County, PA"	"42125"	"Asian or Pacific Islander"	"A-PI"	Suppressed	24434	Suppressed
"Washington County, PA"	"42125"	"Black or African American"	"2054-5"	20	128664	15.5
"Washington County, PA"	"42125"	"White"	"2106-3"	454	3344118	13.6
"Wayne County, PA"	"42127"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1858	Suppressed
"Wayne County, PA"	"42127"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4378	Suppressed
"Wayne County, PA"	"42127"	"Black or African American"	"2054-5"	Suppressed	25516	Suppressed
"Wayne County, PA"	"42127"	"White"	"2106-3"	127	828741	15.3
"Westmoreland County, PA"	"42129"	"American Indian or Alaska Native"	"1002-5"	Suppressed	7634	Suppressed
"Westmoreland County, PA"	"42129"	"Asian or Pacific Islander"	"A-PI"	Suppressed	48461	Suppressed
"Westmoreland County, PA"	"42129"	"Black or African American"	"2054-5"	23	159689	14.4
"Westmoreland County, PA"	"42129"	"White"	"2106-3"	974	6000840	16.2
"Wyoming County, PA"	"42131"	"American Indian or Alaska Native"	"1002-5"	Suppressed	936	Suppressed
"Wyoming County, PA"	"42131"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1880	Suppressed
"Wyoming County, PA"	"42131"	"Black or African American"	"2054-5"	Suppressed	4522	Suppressed
"Wyoming County, PA"	"42131"	"White"	"2106-3"	72	471353	15.3
"York County, PA"	"42133"	"American Indian or Alaska Native"	"1002-5"	Suppressed	21996	Suppressed
"York County, PA"	"42133"	"Asian or Pacific Islander"	"A-PI"	Suppressed	93087	Suppressed
"York County, PA"	"42133"	"Black or African American"	"2054-5"	49	409849	12.0
"York County, PA"	"42133"	"White"	"2106-3"	760	6554309	11.6
"Bristol County, RI"	"44001"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1601	Suppressed
"Bristol County, RI"	"44001"	"Asian or Pacific Islander"	"A-PI"	Suppressed	13065	Suppressed
"Bristol County, RI"	"44001"	"Black or African American"	"2054-5"	Suppressed	9758	Suppressed
"Bristol County, RI"	"44001"	"White"	"2106-3"	92	833856	11.0
"Kent County, RI"	"44003"	"American Indian or Alaska Native"	"1002-5"	Suppressed	10011	Suppressed
"Kent County, RI"	"44003"	"Asian or Pacific Islander"	"A-PI"	Suppressed	59571	Suppressed
"Kent County, RI"	"44003"	"Black or African American"	"2054-5"	Suppressed	51625	Suppressed
"Kent County, RI"	"44003"	"White"	"2106-3"	483	2722488	17.7
"Newport County, RI"	"44005"	"American Indian or Alaska Native"	"1002-5"	Suppressed	8574	Suppressed
"Newport County, RI"	"44005"	"Asian or Pacific Islander"	"A-PI"	Suppressed	24920	Suppressed
"Newport County, RI"	"44005"	"Black or African American"	"2054-5"	Suppressed	67200	Suppressed
"Newport County, RI"	"44005"	"White"	"2106-3"	142	1324612	10.7
"Providence County, RI"	"44007"	"American Indian or Alaska Native"	"1002-5"	Suppressed	113982	Suppressed
"Providence County, RI"	"44007"	"Asian or Pacific Islander"	"A-PI"	Suppressed	438636	Suppressed
"Providence County, RI"	"44007"	"Black or African American"	"2054-5"	131	1181232	11.1
"Providence County, RI"	"44007"	"White"	"2106-3"	1592	8963853	17.8
"Washington County, RI"	"44009"	"American Indian or Alaska Native"	"1002-5"	Suppressed	22447	Suppressed
"Washington County, RI"	"44009"	"Asian or Pacific Islander"	"A-PI"	Suppressed	40469	Suppressed
"Washington County, RI"	"44009"	"Black or African American"	"2054-5"	Suppressed	35014	Suppressed
"Washington County, RI"	"44009"	"White"	"2106-3"	238	2048984	11.6
"Abbeville County, SC"	"45001"	"American Indian or Alaska Native"	"1002-5"	Suppressed	861	Suppressed
"Abbeville County, SC"	"45001"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1430	Suppressed
"Abbeville County, SC"	"45001"	"Black or African American"	"2054-5"	Suppressed	128159	Suppressed
"Abbeville County, SC"	"45001"	"White"	"2106-3"	19	306277	Unreliable
"Aiken County, SC"	"45003"	"American Indian or Alaska Native"	"1002-5"	Suppressed	14212	Suppressed
"Aiken County, SC"	"45003"	"Asian or Pacific Islander"	"A-PI"	Suppressed	24756	Suppressed
"Aiken County, SC"	"45003"	"Black or African American"	"2054-5"	26	673435	3.9
"Aiken County, SC"	"45003"	"White"	"2106-3"	327	1907258	17.1
"Allendale County, SC"	"45005"	"American Indian or Alaska Native"	"1002-5"	Suppressed	306	Suppressed
"Allendale County, SC"	"45005"	"Asian or Pacific Islander"	"A-PI"	Suppressed	725	Suppressed
"Allendale County, SC"	"45005"	"Black or African American"	"2054-5"	Suppressed	131515	Suppressed
"Allendale County, SC"	"45005"	"White"	"2106-3"	Suppressed	47925	Suppressed
"Anderson County, SC"	"45007"	"American Indian or Alaska Native"	"1002-5"	Suppressed	8743	Suppressed
"Anderson County, SC"	"45007"	"Asian or Pacific Islander"	"A-PI"	Suppressed	24384	Suppressed
"Anderson County, SC"	"45007"	"Black or African American"	"2054-5"	19	515784	Unreliable
"Anderson County, SC"	"45007"	"White"	"2106-3"	424	2515192	16.9
"Bamberg County, SC"	"45009"	"American Indian or Alaska Native"	"1002-5"	Suppressed	821	Suppressed
"Bamberg County, SC"	"45009"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1038	Suppressed
"Bamberg County, SC"	"45009"	"Black or African American"	"2054-5"	Suppressed	170513	Suppressed
"Bamberg County, SC"	"45009"	"White"	"2106-3"	13	101073	Unreliable
"Barnwell County, SC"	"45011"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1646	Suppressed
"Barnwell County, SC"	"45011"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2129	Suppressed
"Barnwell County, SC"	"45011"	"Black or African American"	"2054-5"	Suppressed	171303	Suppressed
"Barnwell County, SC"	"45011"	"White"	"2106-3"	27	211619	12.8
"Beaufort County, SC"	"45013"	"American Indian or Alaska Native"	"1002-5"	Suppressed	11346	Suppressed
"Beaufort County, SC"	"45013"	"Asian or Pacific Islander"	"A-PI"	Suppressed	35108	Suppressed
"Beaufort County, SC"	"45013"	"Black or African American"	"2054-5"	Suppressed	547861	Suppressed
"Beaufort County, SC"	"45013"	"White"	"2106-3"	164	1945269	8.4
"Berkeley County, SC"	"45015"	"American Indian or Alaska Native"	"1002-5"	Suppressed	20615	Suppressed
"Berkeley County, SC"	"45015"	"Asian or Pacific Islander"	"A-PI"	Suppressed	75220	Suppressed
"Berkeley County, SC"	"45015"	"Black or African American"	"2054-5"	18	754819	Unreliable
"Berkeley County, SC"	"45015"	"White"	"2106-3"	232	1995917	11.6
"Calhoun County, SC"	"45017"	"American Indian or Alaska Native"	"1002-5"	Suppressed	973	Suppressed
"Calhoun County, SC"	"45017"	"Asian or Pacific Islander"	"A-PI"	Suppressed	771	Suppressed
"Calhoun County, SC"	"45017"	"Black or African American"	"2054-5"	Suppressed	116702	Suppressed
"Calhoun County, SC"	"45017"	"White"	"2106-3"	Suppressed	138902	Suppressed
"Charleston County, SC"	"45019"	"American Indian or Alaska Native"	"1002-5"	Suppressed	25109	Suppressed
"Charleston County, SC"	"45019"	"Asian or Pacific Islander"	"A-PI"	Suppressed	94581	Suppressed
"Charleston County, SC"	"45019"	"Black or African American"	"2054-5"	123	1843216	6.7
"Charleston County, SC"	"45019"	"White"	"2106-3"	518	3844514	13.5
"Cherokee County, SC"	"45021"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3303	Suppressed
"Cherokee County, SC"	"45021"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5720	Suppressed
"Cherokee County, SC"	"45021"	"Black or African American"	"2054-5"	12	193343	Unreliable
"Cherokee County, SC"	"45021"	"White"	"2106-3"	101	722815	14.0
"Chester County, SC"	"45023"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2382	Suppressed
"Chester County, SC"	"45023"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2210	Suppressed
"Chester County, SC"	"45023"	"Black or African American"	"2054-5"	Suppressed	217541	Suppressed
"Chester County, SC"	"45023"	"White"	"2106-3"	29	343826	8.4
"Chesterfield County, SC"	"45025"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4389	Suppressed
"Chesterfield County, SC"	"45025"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3468	Suppressed
"Chesterfield County, SC"	"45025"	"Black or African American"	"2054-5"	Suppressed	257565	Suppressed
"Chesterfield County, SC"	"45025"	"White"	"2106-3"	55	501513	11.0
"Clarendon County, SC"	"45027"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1609	Suppressed
"Clarendon County, SC"	"45027"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3144	Suppressed
"Clarendon County, SC"	"45027"	"Black or African American"	"2054-5"	13	295966	Unreliable
"Clarendon County, SC"	"45027"	"White"	"2106-3"	22	275243	8.0
"Colleton County, SC"	"45029"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5383	Suppressed
"Colleton County, SC"	"45029"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2823	Suppressed
"Colleton County, SC"	"45029"	"Black or African American"	"2054-5"	17	265756	Unreliable
"Colleton County, SC"	"45029"	"White"	"2106-3"	56	379135	14.8
"Darlington County, SC"	"45031"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3435	Suppressed
"Darlington County, SC"	"45031"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4402	Suppressed
"Darlington County, SC"	"45031"	"Black or African American"	"2054-5"	11	487008	Unreliable
"Darlington County, SC"	"45031"	"White"	"2106-3"	98	663202	14.8
"Dillon County, SC"	"45033"	"American Indian or Alaska Native"	"1002-5"	Suppressed	14281	Suppressed
"Dillon County, SC"	"45033"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1861	Suppressed
"Dillon County, SC"	"45033"	"Black or African American"	"2054-5"	Suppressed	248790	Suppressed
"Dillon County, SC"	"45033"	"White"	"2106-3"	26	267104	9.7
"Dorchester County, SC"	"45035"	"American Indian or Alaska Native"	"1002-5"	Suppressed	16722	Suppressed
"Dorchester County, SC"	"45035"	"Asian or Pacific Islander"	"A-PI"	Suppressed	38246	Suppressed
"Dorchester County, SC"	"45035"	"Black or African American"	"2054-5"	12	551909	Unreliable
"Dorchester County, SC"	"45035"	"White"	"2106-3"	149	1485843	10.0
"Edgefield County, SC"	"45037"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1485	Suppressed
"Edgefield County, SC"	"45037"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1815	Suppressed
"Edgefield County, SC"	"45037"	"Black or African American"	"2054-5"	Suppressed	174949	Suppressed
"Edgefield County, SC"	"45037"	"White"	"2106-3"	18	263516	Unreliable
"Fairfield County, SC"	"45039"	"American Indian or Alaska Native"	"1002-5"	Suppressed	881	Suppressed
"Fairfield County, SC"	"45039"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1101	Suppressed
"Fairfield County, SC"	"45039"	"Black or African American"	"2054-5"	Suppressed	239449	Suppressed
"Fairfield County, SC"	"45039"	"White"	"2106-3"	17	161036	Unreliable
