"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Oct., 2010"	"2010/10"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Oct., 2010"	"2010/10"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2010"	"2010/10"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"< 1 year"	"1"	"Female"	"F"	3	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"< 1 year"	"1"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"1-4 years"	"1-4"	"Female"	"F"	4	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"15-19 years"	"15-19"	"Female"	"F"	19	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"15-19 years"	"15-19"	"Male"	"M"	44	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"20-24 years"	"20-24"	"Female"	"F"	62	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"20-24 years"	"20-24"	"Male"	"M"	154	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"25-29 years"	"25-29"	"Female"	"F"	100	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"25-29 years"	"25-29"	"Male"	"M"	208	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"30-34 years"	"30-34"	"Female"	"F"	104	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"30-34 years"	"30-34"	"Male"	"M"	204	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"35-39 years"	"35-39"	"Female"	"F"	109	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"35-39 years"	"35-39"	"Male"	"M"	202	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"40-44 years"	"40-44"	"Female"	"F"	158	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"40-44 years"	"40-44"	"Male"	"M"	206	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"45-49 years"	"45-49"	"Female"	"F"	206	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"45-49 years"	"45-49"	"Male"	"M"	260	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"50-54 years"	"50-54"	"Female"	"F"	208	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"50-54 years"	"50-54"	"Male"	"M"	228	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"55-59 years"	"55-59"	"Female"	"F"	129	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"55-59 years"	"55-59"	"Male"	"M"	172	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"60-64 years "	"60-64"	"Female"	"F"	64	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"60-64 years "	"60-64"	"Male"	"M"	87	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"65-69 years"	"65-69"	"Female"	"F"	31	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"65-69 years"	"65-69"	"Male"	"M"	33	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"70-74 years"	"70-74"	"Female"	"F"	16	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"70-74 years"	"70-74"	"Male"	"M"	18	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"75-79 years"	"75-79"	"Female"	"F"	10	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"75-79 years"	"75-79"	"Male"	"M"	5	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"80-84 years"	"80-84"	"Female"	"F"	9	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"80-84 years"	"80-84"	"Male"	"M"	9	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"85-89 years"	"85-89"	"Female"	"F"	13	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"90-94 years"	"90-94"	"Female"	"F"	6	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"95-99 years"	"95-99"	"Female"	"F"	2	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"100+ years"	"100+"	"Female"	"F"	1	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2010"	"2010/11"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"1-4 years"	"1-4"	"Female"	"F"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"10-14 years"	"10-14"	"Male"	"M"	4	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"15-19 years"	"15-19"	"Female"	"F"	10	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"15-19 years"	"15-19"	"Male"	"M"	42	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"20-24 years"	"20-24"	"Female"	"F"	59	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"20-24 years"	"20-24"	"Male"	"M"	175	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"25-29 years"	"25-29"	"Female"	"F"	98	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"25-29 years"	"25-29"	"Male"	"M"	231	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"30-34 years"	"30-34"	"Female"	"F"	103	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"30-34 years"	"30-34"	"Male"	"M"	214	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"35-39 years"	"35-39"	"Female"	"F"	125	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"35-39 years"	"35-39"	"Male"	"M"	195	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"40-44 years"	"40-44"	"Female"	"F"	142	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"40-44 years"	"40-44"	"Male"	"M"	241	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"45-49 years"	"45-49"	"Female"	"F"	221	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"45-49 years"	"45-49"	"Male"	"M"	233	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"50-54 years"	"50-54"	"Female"	"F"	224	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"50-54 years"	"50-54"	"Male"	"M"	244	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"55-59 years"	"55-59"	"Female"	"F"	151	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"55-59 years"	"55-59"	"Male"	"M"	188	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"60-64 years "	"60-64"	"Female"	"F"	64	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"60-64 years "	"60-64"	"Male"	"M"	84	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"65-69 years"	"65-69"	"Female"	"F"	42	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"65-69 years"	"65-69"	"Male"	"M"	16	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"70-74 years"	"70-74"	"Female"	"F"	14	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"70-74 years"	"70-74"	"Male"	"M"	11	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"75-79 years"	"75-79"	"Female"	"F"	9	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"75-79 years"	"75-79"	"Male"	"M"	13	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"80-84 years"	"80-84"	"Female"	"F"	10	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"80-84 years"	"80-84"	"Male"	"M"	10	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"85-89 years"	"85-89"	"Female"	"F"	8	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"85-89 years"	"85-89"	"Male"	"M"	7	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"90-94 years"	"90-94"	"Female"	"F"	7	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2010"	"2010/12"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"< 1 year"	"1"	"Male"	"M"	3	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"15-19 years"	"15-19"	"Female"	"F"	12	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"15-19 years"	"15-19"	"Male"	"M"	50	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"20-24 years"	"20-24"	"Female"	"F"	53	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"20-24 years"	"20-24"	"Male"	"M"	163	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"25-29 years"	"25-29"	"Female"	"F"	98	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"25-29 years"	"25-29"	"Male"	"M"	226	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"30-34 years"	"30-34"	"Female"	"F"	126	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"30-34 years"	"30-34"	"Male"	"M"	258	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"35-39 years"	"35-39"	"Female"	"F"	157	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"35-39 years"	"35-39"	"Male"	"M"	229	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"40-44 years"	"40-44"	"Female"	"F"	182	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"40-44 years"	"40-44"	"Male"	"M"	245	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"45-49 years"	"45-49"	"Female"	"F"	236	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"45-49 years"	"45-49"	"Male"	"M"	286	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"50-54 years"	"50-54"	"Female"	"F"	195	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"50-54 years"	"50-54"	"Male"	"M"	270	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"55-59 years"	"55-59"	"Female"	"F"	136	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"55-59 years"	"55-59"	"Male"	"M"	179	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"60-64 years "	"60-64"	"Female"	"F"	66	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"60-64 years "	"60-64"	"Male"	"M"	107	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"65-69 years"	"65-69"	"Female"	"F"	33	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"65-69 years"	"65-69"	"Male"	"M"	23	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"70-74 years"	"70-74"	"Female"	"F"	22	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"70-74 years"	"70-74"	"Male"	"M"	11	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"75-79 years"	"75-79"	"Female"	"F"	10	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"75-79 years"	"75-79"	"Male"	"M"	12	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"80-84 years"	"80-84"	"Female"	"F"	8	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"80-84 years"	"80-84"	"Male"	"M"	8	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"85-89 years"	"85-89"	"Female"	"F"	14	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"90-94 years"	"90-94"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"95-99 years"	"95-99"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jan., 2011"	"2011/01"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"1-4 years"	"1-4"	"Male"	"M"	4	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"10-14 years"	"10-14"	"Female"	"F"	4	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"10-14 years"	"10-14"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"15-19 years"	"15-19"	"Female"	"F"	14	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"15-19 years"	"15-19"	"Male"	"M"	51	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"20-24 years"	"20-24"	"Female"	"F"	59	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"20-24 years"	"20-24"	"Male"	"M"	179	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"25-29 years"	"25-29"	"Female"	"F"	100	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"25-29 years"	"25-29"	"Male"	"M"	245	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"30-34 years"	"30-34"	"Female"	"F"	113	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"30-34 years"	"30-34"	"Male"	"M"	252	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"35-39 years"	"35-39"	"Female"	"F"	133	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"35-39 years"	"35-39"	"Male"	"M"	207	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"40-44 years"	"40-44"	"Female"	"F"	191	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"40-44 years"	"40-44"	"Male"	"M"	240	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"45-49 years"	"45-49"	"Female"	"F"	217	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"45-49 years"	"45-49"	"Male"	"M"	314	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"50-54 years"	"50-54"	"Female"	"F"	226	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"50-54 years"	"50-54"	"Male"	"M"	255	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"55-59 years"	"55-59"	"Female"	"F"	152	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"55-59 years"	"55-59"	"Male"	"M"	157	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"60-64 years "	"60-64"	"Female"	"F"	54	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"60-64 years "	"60-64"	"Male"	"M"	71	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"65-69 years"	"65-69"	"Female"	"F"	36	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"65-69 years"	"65-69"	"Male"	"M"	34	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"70-74 years"	"70-74"	"Female"	"F"	12	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"70-74 years"	"70-74"	"Male"	"M"	18	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"75-79 years"	"75-79"	"Female"	"F"	12	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"75-79 years"	"75-79"	"Male"	"M"	7	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"80-84 years"	"80-84"	"Female"	"F"	5	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"80-84 years"	"80-84"	"Male"	"M"	10	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"85-89 years"	"85-89"	"Female"	"F"	8	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"85-89 years"	"85-89"	"Male"	"M"	5	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"95-99 years"	"95-99"	"Female"	"F"	3	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Feb., 2011"	"2011/02"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"1-4 years"	"1-4"	"Female"	"F"	3	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"10-14 years"	"10-14"	"Female"	"F"	4	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"15-19 years"	"15-19"	"Female"	"F"	18	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"15-19 years"	"15-19"	"Male"	"M"	62	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"20-24 years"	"20-24"	"Female"	"F"	70	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"20-24 years"	"20-24"	"Male"	"M"	190	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"25-29 years"	"25-29"	"Female"	"F"	88	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"25-29 years"	"25-29"	"Male"	"M"	250	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"30-34 years"	"30-34"	"Female"	"F"	121	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"30-34 years"	"30-34"	"Male"	"M"	229	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"35-39 years"	"35-39"	"Female"	"F"	161	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"35-39 years"	"35-39"	"Male"	"M"	212	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"40-44 years"	"40-44"	"Female"	"F"	173	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"40-44 years"	"40-44"	"Male"	"M"	231	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"45-49 years"	"45-49"	"Female"	"F"	250	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"45-49 years"	"45-49"	"Male"	"M"	304	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"50-54 years"	"50-54"	"Female"	"F"	232	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"50-54 years"	"50-54"	"Male"	"M"	282	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"55-59 years"	"55-59"	"Female"	"F"	149	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"55-59 years"	"55-59"	"Male"	"M"	192	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"60-64 years "	"60-64"	"Female"	"F"	94	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"60-64 years "	"60-64"	"Male"	"M"	84	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"65-69 years"	"65-69"	"Female"	"F"	37	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"65-69 years"	"65-69"	"Male"	"M"	35	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"70-74 years"	"70-74"	"Female"	"F"	15	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"70-74 years"	"70-74"	"Male"	"M"	10	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"75-79 years"	"75-79"	"Female"	"F"	9	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"75-79 years"	"75-79"	"Male"	"M"	9	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"80-84 years"	"80-84"	"Female"	"F"	11	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"80-84 years"	"80-84"	"Male"	"M"	10	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"85-89 years"	"85-89"	"Female"	"F"	10	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"85-89 years"	"85-89"	"Male"	"M"	4	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"90-94 years"	"90-94"	"Female"	"F"	4	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"100+ years"	"100+"	"Female"	"F"	1	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Mar., 2011"	"2011/03"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"< 1 year"	"1"	"Male"	"M"	2	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"15-19 years"	"15-19"	"Female"	"F"	21	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"15-19 years"	"15-19"	"Male"	"M"	47	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"20-24 years"	"20-24"	"Female"	"F"	62	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"20-24 years"	"20-24"	"Male"	"M"	200	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"25-29 years"	"25-29"	"Female"	"F"	104	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"25-29 years"	"25-29"	"Male"	"M"	227	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"30-34 years"	"30-34"	"Female"	"F"	132	Not Applicable	Not Applicable
"Apr., 2011"	"2011/04"	"30-34 years"	"30-34"	"Male"	"M"	252	Not Applicable	Not Applicable
