"State"	"State Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Utah"	"49"	"2007"	"2007"	"Other"	"7"	86	Not Applicable	Not Applicable
"Utah"	"49"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	42	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	55	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Decedent's home"	"4"	277	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Other"	"7"	81	Not Applicable	Not Applicable
"Utah"	"49"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	52	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	59	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Decedent's home"	"4"	271	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Other"	"7"	86	Not Applicable	Not Applicable
"Utah"	"49"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	46	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	69	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Decedent's home"	"4"	238	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Other"	"7"	70	Not Applicable	Not Applicable
"Utah"	"49"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	54	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	51	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Decedent's home"	"4"	316	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Other"	"7"	79	Not Applicable	Not Applicable
"Utah"	"49"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	59	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	60	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Decedent's home"	"4"	380	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Other"	"7"	89	Not Applicable	Not Applicable
"Utah"	"49"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	64	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	78	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Decedent's home"	"4"	345	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Other"	"7"	89	Not Applicable	Not Applicable
"Utah"	"49"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	70	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	68	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Decedent's home"	"4"	360	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Other"	"7"	100	Not Applicable	Not Applicable
"Utah"	"49"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	64	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	53	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Decedent's home"	"4"	388	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Other"	"7"	133	Not Applicable	Not Applicable
"Utah"	"49"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Decedent's home"	"4"	15	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Decedent's home"	"4"	16	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Decedent's home"	"4"	19	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Decedent's home"	"4"	16	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	17	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Decedent's home"	"4"	32	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Decedent's home"	"4"	33	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	16	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Decedent's home"	"4"	43	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Decedent's home"	"4"	41	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Decedent's home"	"4"	40	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Other"	"7"	11	Not Applicable	Not Applicable
"Vermont"	"50"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	16	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Decedent's home"	"4"	28	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	10	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Decedent's home"	"4"	40	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	16	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Decedent's home"	"4"	42	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Other"	"7"	11	Not Applicable	Not Applicable
"Vermont"	"50"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Decedent's home"	"4"	38	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Other"	"7"	11	Not Applicable	Not Applicable
"Vermont"	"50"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Decedent's home"	"4"	58	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Other"	"7"	15	Not Applicable	Not Applicable
"Vermont"	"50"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Decedent's home"	"4"	53	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Decedent's home"	"4"	61	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Other"	"7"	20	Not Applicable	Not Applicable
"Vermont"	"50"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	30	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	34	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	34	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	25	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Decedent's home"	"4"	158	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Other"	"7"	67	Not Applicable	Not Applicable
"Virginia"	"51"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	39	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	57	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	46	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	21	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Decedent's home"	"4"	159	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Other"	"7"	70	Not Applicable	Not Applicable
"Virginia"	"51"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	37	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	79	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	43	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	20	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Decedent's home"	"4"	213	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Other"	"7"	59	Not Applicable	Not Applicable
"Virginia"	"51"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	31	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	75	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	48	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	26	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Decedent's home"	"4"	218	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Other"	"7"	92	Not Applicable	Not Applicable
"Virginia"	"51"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	43	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	77	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	57	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Decedent's home"	"4"	245	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Other"	"7"	101	Not Applicable	Not Applicable
"Virginia"	"51"	"2003"	"2003"	"Place of death unknown"	"9"	13	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	49	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	80	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	65	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Decedent's home"	"4"	247	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Other"	"7"	97	Not Applicable	Not Applicable
"Virginia"	"51"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Virginia"	"51"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	56	Not Applicable	Not Applicable
"Virginia"	"51"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	67	Not Applicable	Not Applicable
