"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Greenbrier County, WV"	"54025"	"Decedent's home"	"4"	53	Not Applicable	Not Applicable
"Greenbrier County, WV"	"54025"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Greenbrier County, WV"	"54025"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Greenbrier County, WV"	"54025"	"Other"	"7"	23	Not Applicable	Not Applicable
"Greenbrier County, WV"	"54025"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Decedent's home"	"4"	34	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Other"	"7"	12	Not Applicable	Not Applicable
"Hampshire County, WV"	"54027"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Medical Facility - Outpatient or ER"	"2"	26	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Decedent's home"	"4"	55	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Other"	"7"	43	Not Applicable	Not Applicable
"Hancock County, WV"	"54029"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Hardy County, WV"	"54031"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Medical Facility - Inpatient"	"1"	19	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Decedent's home"	"4"	106	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Other"	"7"	62	Not Applicable	Not Applicable
"Harrison County, WV"	"54033"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Medical Facility - Outpatient or ER"	"2"	11	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Decedent's home"	"4"	25	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Other"	"7"	20	Not Applicable	Not Applicable
"Jackson County, WV"	"54035"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Medical Facility - Inpatient"	"1"	16	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Medical Facility - Outpatient or ER"	"2"	40	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Decedent's home"	"4"	67	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Other"	"7"	17	Not Applicable	Not Applicable
"Jefferson County, WV"	"54037"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Medical Facility - Inpatient"	"1"	63	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Medical Facility - Outpatient or ER"	"2"	124	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Decedent's home"	"4"	395	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Other"	"7"	163	Not Applicable	Not Applicable
"Kanawha County, WV"	"54039"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Decedent's home"	"4"	16	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Lewis County, WV"	"54041"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Decedent's home"	"4"	55	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Other"	"7"	25	Not Applicable	Not Applicable
"Lincoln County, WV"	"54043"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Medical Facility - Outpatient or ER"	"2"	55	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Decedent's home"	"4"	86	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Other"	"7"	70	Not Applicable	Not Applicable
"Logan County, WV"	"54045"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Medical Facility - Outpatient or ER"	"2"	43	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Medical Facility - Dead on Arrival"	"3"	28	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Decedent's home"	"4"	88	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Other"	"7"	60	Not Applicable	Not Applicable
"McDowell County, WV"	"54047"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Decedent's home"	"4"	51	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Other"	"7"	27	Not Applicable	Not Applicable
"Marion County, WV"	"54049"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Medical Facility - Outpatient or ER"	"2"	21	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Decedent's home"	"4"	33	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Other"	"7"	15	Not Applicable	Not Applicable
"Marshall County, WV"	"54051"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Medical Facility - Outpatient or ER"	"2"	20	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Decedent's home"	"4"	40	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Other"	"7"	27	Not Applicable	Not Applicable
"Mason County, WV"	"54053"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Medical Facility - Inpatient"	"1"	39	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Medical Facility - Outpatient or ER"	"2"	81	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Medical Facility - Dead on Arrival"	"3"	17	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Decedent's home"	"4"	175	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Other"	"7"	70	Not Applicable	Not Applicable
"Mercer County, WV"	"54055"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Medical Facility - Outpatient or ER"	"2"	21	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Decedent's home"	"4"	15	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Mineral County, WV"	"54057"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Medical Facility - Outpatient or ER"	"2"	40	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Decedent's home"	"4"	77	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Other"	"7"	63	Not Applicable	Not Applicable
"Mingo County, WV"	"54059"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Decedent's home"	"4"	85	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Other"	"7"	29	Not Applicable	Not Applicable
"Monongalia County, WV"	"54061"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Decedent's home"	"4"	23	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Other"	"7"	14	Not Applicable	Not Applicable
"Monroe County, WV"	"54063"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Decedent's home"	"4"	33	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Morgan County, WV"	"54065"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Medical Facility - Outpatient or ER"	"2"	17	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Decedent's home"	"4"	42	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Other"	"7"	22	Not Applicable	Not Applicable
"Nicholas County, WV"	"54067"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Decedent's home"	"4"	54	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Other"	"7"	10	Not Applicable	Not Applicable
"Ohio County, WV"	"54069"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Pendleton County, WV"	"54071"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Pleasants County, WV"	"54073"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Decedent's home"	"4"	27	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Pocahontas County, WV"	"54075"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Decedent's home"	"4"	23	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Other"	"7"	12	Not Applicable	Not Applicable
"Preston County, WV"	"54077"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Medical Facility - Outpatient or ER"	"2"	23	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Decedent's home"	"4"	65	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Other"	"7"	28	Not Applicable	Not Applicable
"Putnam County, WV"	"54079"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Medical Facility - Inpatient"	"1"	29	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Medical Facility - Outpatient or ER"	"2"	109	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Medical Facility - Dead on Arrival"	"3"	26	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Decedent's home"	"4"	181	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Other"	"7"	97	Not Applicable	Not Applicable
"Raleigh County, WV"	"54081"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Decedent's home"	"4"	29	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Other"	"7"	18	Not Applicable	Not Applicable
"Randolph County, WV"	"54083"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Ritchie County, WV"	"54085"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
